4.702, 0.0000
4.757, -0.0003
4.783, -0.0006
4.848, -0.0009
4.898, -0.0012
4.942, -0.0015
4.992, -0.0018
5.022, -0.0018
5.011, -0.0015
4.97, -0.0012
4.96, -0.0009
4.944, -0.0006
4.922, -0.0003
4.899, 0.0000
